title,type,description,release_year,runtime,genres,imdb_score,tmdb_popularity,service
The Bridge,SHOW,"British version of the Spanish reality series ""El Puente"" in which 12 strangers come together on the banks of a picturesque lake in the British countryside to work together, attempting to build a bridge in 20 days to an island 250 meters away. Each person in the winning team will get a vote for who they think is the most deserving of of the £100k prize. The winner is then left to decide whether to keep the money or share it.",2020,43,['reality'],7.2,1.77,HBO Max
The Quarry,MOVIE,"A man on the run from his own sins, finds himself in a small border town in Texas, impersonating a reverend. The town are quickly drawn to the man's unorthodox sermons, but so is a police chief who has his suspicions.",2020,98,"['thriller', 'crime']",,9.464,HBO Max
Rose Matafeo: Horndog,MOVIE,"Rose Matafeo has kissed nearly 10 men in her life, AKA she’s a total horndog. But what is horniness? Is it that intangible essence of excitement and adventure that has inspired humankind since the dawn of time? An understanding of the overwhelming power of love as the key to true personal flourishing? Or is it simply wanting to bone everyone, all the time? Recorded at The Ambassadors Theatre, London.",2020,60,['comedy'],6.5,2.28,HBO Max
Rendez-vous,MOVIE,"Shot in one single shot with no cuts, Rendez-vous is an original Mexican thriller about a couple that met online.",2019,102,"['crime', 'thriller']",,1.649,HBO Max
Atlanta's Missing and Murdered: The Lost Children,SHOW,"This docuseries explores the period between 1979 and 1981 when at least 30 African-American children and young adults disappeared or were murdered in Atlanta, Georgia.",2020,53,"['crime', 'documentation']",7.1,2.432,HBO Max
Human Capital,MOVIE,The lives of two different families collide when their children begin a relationship that leads to a tragic accident.,2019,98,"['drama', 'crime']",5.8,11.597,HBO Max
L'ennemi japonais à Hollywood,MOVIE,A history of anti-Asian racism and yellowface in Hollywood after the 1941 Pearl Harbor attack.,2019,54,['documentation'],,0.714,HBO Max
The Apollo,MOVIE,The history of New York City's Apollo Theater in Harlem is given the full treatment.,2019,98,"['documentation', 'european']",6.7,4.273,HBO Max
House of Ho,SHOW,"Witness the live of the multi-generational Ho family, led by patriarch Binh Ho and his wife, Hue Ho. The power couple immigrated from Vietnam to the United States with little money, relying on hard work to establish the ultimate American dream.",2020,31,['reality'],5.9,1.4,HBO Max
Charm City Kings,MOVIE,"Mouse desperately wants to join The Midnight Clique, the infamous Baltimore dirt bike riders who rule the summertime streets. When Midnight’s leader, Blax, takes 14-year-old Mouse under his wing, Mouse soon finds himself torn between the straight-and-narrow and a road filled with fast money and violence.",2020,125,['drama'],6.7,18.781,HBO Max
One Careful Owner,MOVIE,"Sara is offered a chance to buy the perfect apartment, roomy, very luminous and inexpensive. She only has one little problem: she can't live in it before Lola, the actual and aged owner, dies.",2020,90,"['comedy', 'drama', 'european']",,2.62,HBO Max
Calladita,MOVIE,"In a summer mansion in the Costa Brava, a young domestic worker has to serve two rich kids while they enjoy their summer. Amongst cocktails, drugs and dishwashers, she will look for her own way of having fun.",2020,15,['drama'],,0.647,HBO Max
Superman: Man of Tomorrow,MOVIE,"It’s the dawn of a new age of heroes, and Metropolis has just met its first. But as Daily Planet intern Clark Kent – working alongside reporter Lois Lane – secretly wields his alien powers of flight, super-strength and x-ray vision in the battle for good, there’s even greater trouble on the horizon.",2020,86,['scifi'],,30.775,HBO Max
Western Stars,MOVIE,"The incomparable Bruce Springsteen performs his critically acclaimed latest album and muses on life, rock, and the American dream, in this intimate and personal concert film co-directed by Thom Zimny and Springsteen himself.",2019,83,"['music', 'documentation', 'western']",7.6,4.784,HBO Max
Baby God,MOVIE,"A shocking examination into Las Vegas fertility specialist, Dr. Quincy Fortier, who assisted hundreds of couples struggling with conceiving. Decades later, many children born from his interventions discover through DNA and genealogical websites, that Dr. Fortier had used his own sperm to impregnate their mothers without their knowledge or consent.",2020,78,"['documentation', 'crime']",5.9,10.994,HBO Max
Justice League vs. the Fatal Five,MOVIE,"The Justice League faces a powerful new threat — the Fatal Five! Superman, Batman and Wonder Woman seek answers as the time-traveling trio of Mano, Persuader and Tharok terrorize Metropolis in search of budding Green Lantern, Jessica Cruz. With her unwilling help, they aim to free remaining Fatal Five members Emerald Empress and Validus to carry out their sinister plan. But the Justice League has also discovered an ally from another time in the peculiar Star Boy — brimming with volatile power, could he be the key to thwarting the Fatal Five? An epic battle against ultimate evil awaits!",2019,87,"['animation', 'action', 'scifi', 'fantasy']",6.4,18.944,HBO Max
Son of Monarchs,MOVIE,"A Mexican biologist living in New York returns to his hometown, nestled in the majestic butterfly forests of Michoacán. The journey forces him to confront past traumas and reflect on his hybrid identity, sparking a personal metamorphosis.",2020,97,['drama'],6.2,,HBO Max
Agents of Chaos,SHOW,This two-part documentary pulls back the curtain on Russian collusion in the 2016 U.S. presidential election.,2020,119,"['documentation', 'history']",7.2,5.069,HBO Max
Shaq Life,SHOW,"Get to know Shaq as he explores his passions off the court: Spending a busy summer touring the world to establish himself as a DJ; navigating his partnership with a controversial franchise; training with UFC fighters for his first-ever MMA grappling match; raising six children and expanding his legacy. It’s time for fans to meet the man behind the legend — a man with a legendary sense of humor, an enormous heart and endless determination. Shaquille O’Neal is the ultimate renaissance man.",2020,22,['documentation'],,1.96,HBO Max
Santos Dumont,SHOW,"The story of the man who embodied the great transformations of the turn of the century, acclaimed almost worldwide as the first man to fly a plane - the 14 Bis. Set in France and Brazil in the late 19th and early 20th centuries, the production follows the aviator's trajectory, from his childhood at his family's coffee plantations in the interior of Minas Gerais, to the sophisticated Paris lounges and air clubs.",2019,52,['drama'],,2.562,HBO Max
Craftopia,SHOW,"Craftopia is an epic kids crafting competition show hosted and executive produced by YouTube influencer Lauren Riihimaki aka (LaurDIY). Creating and demonstrating crafts to over 8.9 million subscribers on her YouTube channel, LaurDIY has been deemed the ""millennial Martha Stewart"" by Forbes. On Craftopia, 9 to 15-year old contestants put their imaginations to the test and make their crafting dreams come true in a magical studio. After racing to fill up their carts with inspiring materials from the studio ""store,"" crafters meet larger-than-life challenges, making truly inventive and amazing creations in order to take home the ""Craftrophia.""",2020,27,['reality'],6.8,2.595,HBO Max
Dan Soder: Son of a Gary,MOVIE,"Comedian and actor Dan Soder (Billions) brings his honest, insightful and infectious humor to his first HBO comedy special taped at The Bowery Ballroom in New York City. In Son of a Gary, Soder shares his down-to-earth approach to everything from drug dogs at the airport to fake fights in the shower and what it's like to have an alcoholic dad, but a fun one.",2019,62,['comedy'],7.3,3.553,HBO Max
Very Ralph,MOVIE,"The first documentary portrait of fashion icon Ralph Lauren, reveals the man behind the icon and the creation of one of the most successful brands in fashion history.",2019,104,['documentation'],6.9,3.599,HBO Max
Showbiz Kids,MOVIE,A documentary chronicling the shared experiences of prominent former child stars and the personal and professional price of fame and failure on a child.,2020,95,"['drama', 'documentation']",7.0,11.003,HBO Max
The Perfect Weapon,MOVIE,"Explore the rise of cyber conflict as the primary way nations now compete with and sabotage one another.  As fear mounts about how potential cyberattacks will affect 2020 elections in the U.S., the film features interviews with top military, intelligence and political officials and includes on-the-ground reporting from the frontlines of the cyber wars.",2020,87,['documentation'],7.1,11.345,HBO Max
Native Son,MOVIE,"A young black man named Bigger Thomas takes a job working for a highly influential Chicago family, a decision that will change the course of his life forever.",2019,114,['drama'],5.7,8.421,HBO Max
Victor and Valentino,SHOW,"Two half-brothers spend a summer with their grandma in Monte Macabre, a small and mysterious town, where the myths and legends of Latin American folklore come to life.",2019,12,"['action', 'comedy', 'family', 'fantasy', 'animation']",6.4,15.73,HBO Max
What's My Name | Muhammad Ali,SHOW,"Explore Ali’s challenges, confrontations, comebacks and triumphs through recordings of his own voice. The two-part documentary paints an intimate portrait of a man who was a beacon of hope for oppressed people around the world and, in his later years, was recognized as a global citizen and a symbol of humanity and understanding.",2019,78,['documentation'],,6.798,HBO Max
At the Heart of Gold: Inside the USA Gymnastics Scandal,MOVIE,"A look inside the USA gymnastics sexual abuse scandal that shook the sports world in 2017 depicting a landscape in which women spend their youth seeking victory on a world stage, juxtaposed against a culture where abuse prevails and lives are damaged forever.",2019,88,"['documentation', 'crime', 'sport']",8.0,7.484,HBO Max
